"","X","Y","G","head","foot.l","foot.r","pen","free.k","set.p","corner","fast.break","Xg","Yg"
"3556",13,59.2,0,0,0,1,0,0,0,0,0,0.677083333333334,0.515789473684211
"1434",10,51.7,0,1,0,0,0,0,0,0,0,0.510416666666667,0.881578947368421
"3007",10.6,56,0,1,0,0,0,0,1,0,0,0.947916666666667,0.681578947368421
"2225",19.5,51.3,0,0,1,0,0,0,0,0,0,0.333333333333333,0.15
"3176",7.8,36.4,0,0,0,1,0,0,0,0,0,0.385416666666666,0.134210526315789
"592",11.4,60.7,1,0,1,0,0,0,0,0,0,0.0729166666666663,0.0657894736842105
"1085",26.4,67.1,0,0,0,1,0,1,0,0,0,0.947916666666667,0.25
"2761",7.40000000000001,39.3,0,0,1,0,0,0,0,0,0,0.385416666666666,0.115789473684211
"3909",5,45.2,1,1,0,0,0,0,0,0,0,0.75,0.484210526315789
"1106",14,60.5,1,0,0,1,0,0,0,1,0,0.0624999999999994,0.234210526315789
"5",10.7,63.8,0,1,0,0,0,0,1,0,0,0.875,0.284210526315789
"3402",14.6,57.2,1,0,1,0,0,0,0,0,0,0.0833333333333331,0.0657894736842105
"509",25.4,48.2,0,0,1,0,0,1,0,0,0,0.0937499999999999,0.0657894736842105
"170",11.5,50,0,0,1,0,1,0,0,0,0,0.90625,0.45
"2046",7.59999999999999,40.5,0,0,0,1,0,0,0,0,0,0.0729166666666663,0.134210526315789
"1101",14.4,35.9,0,0,1,0,0,0,0,0,0,0.53125,0.439473684210526
"1808",26.3,36.2,0,0,0,1,0,0,0,0,0,0.0937499999999999,0.0342105263157895
"2722",9,38.6,1,0,0,1,0,0,0,0,0,0.145833333333333,0.0657894736842105
"236",8.8,59.7,1,0,1,0,0,0,0,0,0,0.0729166666666663,0.5
"2377",13.1,33.2,0,0,0,1,0,0,0,0,0,0.114583333333333,0.534210526315789
"3244",19.2,46.1,0,0,0,1,0,0,0,0,0,0.291666666666667,0.6
"950",9.09999999999999,69.6,0,0,0,1,0,0,0,0,0,0.5,0.0342105263157895
"853",9.40000000000001,46,1,1,0,0,0,0,0,0,0,0.177083333333333,0.2
"545",7.7,52.6,1,1,0,0,0,0,0,0,0,0.302083333333333,0.765789473684211
"245",21.5,17.9,0,0,1,0,0,1,0,0,0,0.65625,0.565789473684211
"1904",24.1,70.2,0,0,0,1,0,0,0,0,1,0.604166666666667,0.515789473684211
"1672",3.90000000000001,49.4,0,0,0,1,0,0,0,0,0,0.458333333333333,0.0842105263157895
"3937",3.09999999999999,43.7,1,1,0,0,0,0,0,1,0,0.208333333333333,0.665789473684211
"3031",13.4,66.4,0,0,1,0,0,0,0,0,0,0.625,0.15
"126",20.9,35.2,0,0,0,1,0,0,0,0,0,0.635416666666666,0.45
"695",11,57.5,0,0,1,0,0,0,0,0,0,0.354166666666667,0.1
"1751",28.6,58.7,0,0,0,1,0,1,0,0,0,0.895833333333333,0.284210526315789
"3566",8.09999999999999,56.9,0,0,1,0,0,0,0,0,0,0.697916666666667,0.165789473684211
"1960",15.6,35,0,0,0,1,0,0,0,0,0,0.125,0.334210526315789
"1643",24.1,76.4,0,0,0,1,0,0,0,0,0,0.625,0.402631578947368
"1939",23.4,43.5,0,0,0,1,0,0,0,0,0,0.697916666666667,0.05
"491",13.8,38.8,0,1,0,0,0,0,0,0,0,0.541666666666667,0.45
"496",8.5,51.8,0,0,1,0,0,0,0,0,0,0.270833333333333,0.0842105263157895
"1403",15.5,45.3,0,0,1,0,0,0,0,0,1,0.635416666666666,0.334210526315789
"3916",12.7,64.9,1,0,0,1,0,0,0,0,0,0.0729166666666663,0.134210526315789
"2222",9.90000000000001,49.7,1,1,0,0,0,0,0,0,0,0.84375,0.7
"3113",0.5,99.5,1,0,0,1,0,0,0,1,0,0.489583333333333,0.284210526315789
"2763",11.5,53.6,1,0,0,1,0,0,0,0,0,0.0833333333333331,0.265789473684211
"2296",15.7,45.6,0,0,0,1,0,0,0,0,0,0.239583333333333,0.15
"3776",10.8,37.4,0,1,0,0,0,0,1,0,0,0.489583333333333,0.85
"435",11.4,66.8,1,0,1,0,0,0,0,0,0,0.0624999999999994,0.165789473684211
"851",11.5,45.1,0,1,0,0,0,0,0,0,0,0.46875,0.315789473684211
"1125",28.9,52.3,0,0,0,1,0,0,0,0,0,0.333333333333333,0.265789473684211
"3804",19.3,79.3,0,0,0,1,0,1,0,0,0,0.625,0.184210526315789
"2154",9,56,1,0,0,1,0,0,0,0,0,0.302083333333333,0.15
"2741",31.6,57,0,0,0,1,0,0,1,0,0,0.5,0.515789473684211
"3734",21.5,73.2,0,0,1,0,0,0,0,0,0,0.114583333333333,0.234210526315789
"2776",22.8,37.9,0,0,1,0,0,0,0,0,0,0.458333333333333,0.0157894736842105
"53",24.5,53,1,0,1,0,0,0,0,0,0,0.1875,0.731578947368421
"3788",20,28.2,1,0,0,1,0,0,0,0,0,0.75,0.65
"2747",8.8,31.7,0,0,0,1,0,0,0,0,0,0,0.0157894736842105
"1561",25.6,52.1,0,0,0,1,0,0,0,0,0,0.4375,0.584210526315789
"688",11.1,41.7,0,0,0,1,0,0,0,0,0,0.625,0.681578947368421
"64",7.7,41.5,1,0,0,1,0,0,0,0,0,0.479166666666666,0.1
"4129",2.40000000000001,51.5,1,1,0,0,0,0,0,1,0,0.28125,0.831578947368421
"3093",11.8,46,0,0,1,0,0,0,0,0,0,0.53125,0.365789473684211
"3155",18.8,54.8,0,0,1,0,0,0,0,0,0,0.208333333333333,0.0657894736842105
"1833",21.2,42.3,0,0,1,0,0,0,0,0,0,0.614583333333334,0.0842105263157895
"741",1.59999999999999,49.5,1,0,1,0,0,0,0,0,0,0.5,0.05
"1652",19.5,35.5,0,0,0,1,0,0,0,0,0,0.6875,0.215789473684211
"2704",22.3,49.3,0,0,0,1,0,0,0,1,0,0.447916666666667,0.0157894736842105
"1375",2.3,29.9,0,0,0,1,0,0,0,0,0,0.104166666666667,0.184210526315789
"350",4.5,37.5,0,0,0,1,0,0,0,0,0,0.125,0.7
"946",20.1,30.3,0,0,0,1,0,0,0,0,0,0.59375,0.215789473684211
"1219",20.9,25.3,0,0,1,0,0,1,0,0,0,0.1875,0.881578947368421
"4009",6,63.1,0,0,0,1,0,0,0,0,0,0.864583333333334,0.05
"1586",3.2,60,1,1,0,0,0,0,0,1,0,0.0624999999999994,0.484210526315789
"3769",14.3,62.2,0,0,0,1,0,0,0,0,0,0.802083333333333,0.134210526315789
"409",8.5,56,1,0,0,1,0,0,0,0,0,0.895833333333333,0.0157894736842105
"159",11.7,51.7,1,1,0,0,0,0,0,0,0,0.927083333333334,0.45
"4001",16.5,56.9,1,0,1,0,0,0,0,0,0,0.885416666666667,0.0342105263157895
"3258",24.1,44.2,0,0,0,1,0,0,0,0,0,0.0520833333333334,0.0342105263157895
"3405",28.5,54.5,0,0,0,1,0,0,0,0,0,0.25,0.0342105263157895
"1606",23.4,51,0,0,0,1,0,0,0,0,0,0.604166666666667,0.415789473684211
"2516",10.7,49.7,0,1,0,0,0,0,0,0,0,0.302083333333333,0.45
"2243",11.5,50,1,0,1,0,1,0,0,0,0,0.520833333333334,0.85
"166",14.8,68.5,0,0,1,0,0,0,0,0,0,0.5625,0.0842105263157895
"2334",6.59999999999999,51.7,1,1,0,0,0,0,0,0,0,0.0729166666666663,0.05
"1220",18.9,53.4,1,0,0,1,0,0,0,0,1,0.802083333333333,0.15
"3508",25.3,24.4,0,0,1,0,0,0,0,1,0,0.40625,0.284210526315789
"3689",10.7,62.8,0,0,1,0,0,0,0,0,0,0.864583333333334,0.0657894736842105
"467",11.5,50,1,0,0,1,1,0,0,0,0,0.0729166666666663,0.434210526315789
"989",29.4,46.6,1,0,0,1,0,1,0,0,0,0.28125,0.134210526315789
"423",14.8,63.3,0,0,0,1,0,0,0,0,0,0.34375,0.25
"1977",30.1,36.1,1,0,0,1,0,1,0,0,0,0.958333333333333,0.465789473684211
"1882",12.5,70.5,0,0,1,0,0,0,0,0,0,0.96875,0.334210526315789
"2306",56.8,60.6,0,0,0,1,0,0,0,0,0,0.510416666666667,0.931578947368421
"1042",30.3,65.2,0,0,1,0,0,1,0,0,0,0.5,0.881578947368421
"2027",15.2,35.6,1,0,0,1,0,0,0,0,0,0.135416666666666,0.85
"3316",3.59999999999999,46.6,1,0,1,0,0,0,0,0,0,0.416666666666667,0.2
"2486",16.9,41.7,0,0,1,0,0,0,0,0,0,0.572916666666667,0.315789473684211
"254",28.9,68.9,0,0,0,1,0,1,0,0,0,0.708333333333333,0.86578947368421
"1508",17.8,65.6,0,0,0,1,0,0,0,0,1,0.875,0.0736842105263158
"179",10.3,62.4,1,0,0,1,0,0,0,0,0,0.1875,0.05
"3686",10.2,28.5,0,0,0,1,0,0,0,0,0,0.0312499999999997,0.5
"2451",13,53,0,1,0,0,0,0,0,0,0,0.541666666666667,0.91578947368421
"14",28.1,70.3,0,0,0,1,0,0,0,0,0,0.739583333333333,0.134210526315789
"2576",9.8,64.3,0,0,1,0,0,0,0,0,0,0.552083333333333,0.110526315789474
"1545",3.59999999999999,44.1,1,1,0,0,0,0,1,0,0,0.15625,0.134210526315789
"3612",16.9,51.8,0,0,1,0,0,0,0,0,1,0.552083333333333,0.0342105263157895
"2223",7.3,53,0,0,0,1,0,0,0,1,0,0.541666666666667,0.184210526315789
"1907",2.8,42.9,1,1,0,0,0,0,0,1,0,0.15625,0.665789473684211
"2346",26.3,77.5,0,0,0,1,0,0,0,0,0,0.322916666666666,0.715789473684211
"2190",25.1,63.6,0,0,1,0,0,0,0,0,0,0.1875,0.0657894736842105
"964",1.5,51.8,1,0,0,1,0,0,0,0,0,0.729166666666667,0.15
"324",7.3,46.4,0,1,0,0,0,0,0,0,0,0.385416666666666,0.415789473684211
"3203",5,57.5,0,0,1,0,0,0,1,0,0,0.739583333333333,0.234210526315789
"2450",27.7,45.6,0,0,0,1,0,0,0,0,0,0.375,0.1
"2038",13.4,60.1,0,1,0,0,0,0,0,0,0,0.458333333333333,0.265789473684211
"399",15.4,53.6,1,0,0,1,0,0,0,0,1,0.0729166666666663,0.05
"1830",24.6,29.9,0,0,1,0,0,0,0,0,0,0.458333333333333,0.665789473684211
"3369",11.1,33.8,0,0,0,1,0,0,0,0,0,0.510416666666667,0.415789473684211
"2985",7.5,53.2,1,1,0,0,0,0,0,1,0,0.708333333333333,0.384210526315789
"31",4,46,1,0,1,0,0,0,0,1,0,0.385416666666666,0.05
"785",15.4,38.2,0,0,0,1,0,0,0,0,0,0.458333333333333,0.05
"432",5.3,44.7,1,0,0,1,0,0,0,0,0,0.90625,0.8
"1083",22.2,92.4,0,0,0,1,0,1,0,0,0,0.90625,0.3
"2410",4.7,59.3,0,1,0,0,0,0,0,1,0,0.708333333333333,0.534210526315789
"4116",5.09999999999999,49.3,1,0,1,0,0,0,0,0,0,0.447916666666667,0.0342105263157895
"2371",10.7,51.8,1,0,1,0,0,0,0,0,0,0.708333333333333,0.334210526315789
"3594",17.7,54.4,0,0,1,0,0,0,0,0,1,0.802083333333333,0.115789473684211
"1445",14,57.7,1,0,0,1,0,0,0,0,0,0.875,0.147368421052632
"3143",6.59999999999999,28.7,1,0,1,0,0,0,0,0,0,0.916666666666667,0.184210526315789
"3774",7.3,47.9,1,1,0,0,0,0,0,0,0,0.937500000000001,0.45
"249",12.5,34.2,1,0,1,0,0,0,0,0,1,0.729166666666667,0.0842105263157895
"2942",22.9,41.3,0,0,0,1,0,0,0,0,0,0.114583333333333,0.215789473684211
"1405",11.3,46,1,0,0,1,0,0,0,0,0,0.937500000000001,0.05
"141",22.6,44.4,0,0,1,0,0,0,0,0,1,0.1875,0.134210526315789
"2141",19.6,73,0,0,0,1,0,0,0,0,0,0.135416666666666,0.05
"1549",18,31.9,0,0,0,1,0,0,0,0,0,0.15625,0.05
"2042",9.59999999999999,41.9,1,0,1,0,0,0,0,0,0,0.8125,0.215789473684211
"895",27,28.7,0,0,0,1,0,0,0,0,0,0.937500000000001,0.0342105263157895
"520",9.59999999999999,46.2,1,1,0,0,0,0,1,0,0,0.927083333333334,0.415789473684211
"378",10.1,43.6,0,0,0,1,0,0,0,0,0,0.270833333333333,0.384210526315789
"1676",8.90000000000001,45.2,0,1,0,0,0,0,1,0,0,0.614583333333334,0.584210526315789
"3423",13.5,44.5,0,0,0,1,0,0,0,0,0,0.1875,0.0157894736842105
"464",13.3,32.3,0,0,0,1,0,0,0,0,0,0.291666666666667,0.384210526315789
"560",11.4,36.9,0,0,0,1,0,0,0,0,0,0.510416666666667,0.15
"2512",8.7,47.2,1,0,0,1,0,0,0,0,0,0.270833333333333,0.05
"1738",5.5,48.3,1,0,0,1,0,0,0,0,0,0.614583333333334,0.815789473684211
"2837",6.7,48.5,1,1,0,0,0,0,0,0,0,0.6875,0.584210526315789
"2219",12.2,34.8,0,0,0,1,0,0,0,0,0,0.166666666666666,0.465789473684211
"4026",18.6,58.2,0,0,1,0,0,0,0,0,0,0.239583333333333,0.134210526315789
"2282",8.09999999999999,33.4,1,0,0,1,0,0,0,0,0,0.635416666666666,0.0657894736842105
"2934",15.2,52.3,0,0,1,0,0,0,0,0,0,0.604166666666667,0.234210526315789
"3914",7.09999999999999,66.8,0,0,1,0,0,0,0,0,0,0.479166666666666,0.0342105263157895
"353",7.40000000000001,49.7,1,1,0,0,0,0,0,0,0,0.114583333333333,0.165789473684211
"3028",13.9,67.1,0,0,1,0,0,0,0,0,0,0.291666666666667,0.0342105263157895
"2220",10.8,48.7,0,0,0,1,0,0,1,0,0,0.666666666666667,0.315789473684211
"489",7.40000000000001,47.1,1,1,0,0,0,0,0,1,0,0.145833333333333,0.534210526315789
"2448",22.9,38.4,0,0,1,0,0,0,0,0,0,0.46875,0.15
"3095",15.1,57.4,0,0,0,1,0,0,0,0,0,0.34375,0.91578947368421
"3391",11.3,34,0,0,1,0,0,0,0,0,0,0.822916666666667,0.0342105263157895
"977",12.5,39.3,1,0,0,1,0,0,0,0,0,0.1875,0.234210526315789
"3393",5.3,27.5,0,0,0,1,0,0,0,0,0,0.25,0.0736842105263158
"731",23.8,47.2,0,0,0,1,0,0,0,0,0,0.645833333333333,0.0842105263157895
"1855",18.8,50.6,0,0,0,1,0,0,0,0,0,0.34375,0.484210526315789
"2480",12.2,36.9,1,0,0,1,0,0,0,0,0,0.125,0.1
"2194",28.1,72.6,0,0,0,1,0,1,0,0,0,0.864583333333334,0.63421052631579
"1790",11.5,50,1,0,0,1,1,0,0,0,0,0.854166666666667,0.715789473684211
"2657",7.8,53.8,1,1,0,0,0,0,0,1,0,0.135416666666666,0.0657894736842105
"3925",19.9,32.9,0,0,0,1,0,0,0,0,0,0.864583333333334,0.334210526315789
"3591",15.8,46.6,0,0,0,1,0,0,0,0,0,0.489583333333333,0.15
"3987",3.09999999999999,52.3,1,0,0,1,0,0,0,0,0,0.291666666666667,0.0342105263157895
"167",22.4,50.7,0,0,1,0,0,0,0,0,0,0.1875,0.05
"2609",11.2,45.2,1,0,0,1,0,0,0,0,0,0.364583333333334,0.365789473684211
"3019",18.4,52.4,1,0,0,1,0,0,0,0,0,0.322916666666666,0.05
"1773",24.5,56.2,0,0,0,1,0,0,0,0,0,0.302083333333333,0.881578947368421
"2784",8.7,36.9,0,0,0,1,0,0,0,0,0,0.489583333333333,0.334210526315789
"1906",19.9,63.1,0,0,0,1,0,0,0,0,0,0.697916666666667,0.515789473684211
"3892",30.8,35.2,0,0,0,1,0,0,0,0,0,0.3125,0.05
"1669",4.40000000000001,50.9,0,0,0,1,0,0,1,0,0,0.552083333333333,0.134210526315789
"2489",10,53.6,1,0,1,0,0,0,0,0,0,0.875,0.694736842105263
"2946",14.1,64.8,1,0,1,0,0,0,0,0,0,0.1875,0.415789473684211
"2675",14.4,50.2,1,0,0,1,0,0,0,0,0,0.0833333333333331,0.681578947368421
"233",23.7,64.4,0,0,1,0,0,0,0,0,0,0.791666666666667,0.234210526315789
"3451",8.3,50.3,1,1,0,0,0,0,0,1,0,0.125,0.765789473684211
"171",18,31.3,0,0,1,0,0,0,0,0,0,0.3125,0.815789473684211
"2822",4.59999999999999,43.6,1,0,0,1,0,0,0,1,0,0.125,0.384210526315789
"3476",13.3,44.3,0,0,0,1,0,0,0,0,0,0.333333333333333,0.115789473684211
"4152",9.5,59.4,1,0,1,0,0,0,0,0,0,0.0833333333333331,0.55
"3122",21.6,77,0,0,0,1,0,0,0,0,0,0.666666666666667,0.465789473684211
"1923",26.1,26.6,0,0,0,1,0,0,0,0,0,0.385416666666666,0.515789473684211
"3795",3.7,44.4,1,1,0,0,0,0,0,1,0,0.145833333333333,0.2
"1248",10.2,73.8,0,0,0,1,0,0,0,0,0,0.28125,0.315789473684211
"1039",8.5,42.1,0,1,0,0,0,0,1,0,0,0.34375,0.3
"2626",8,38.7,1,0,0,1,0,0,0,0,0,0.739583333333333,0.215789473684211
"4081",6.7,49.7,0,1,0,0,0,0,0,0,0,0.739583333333333,0.0657894736842105
"1181",2.2,63.7,0,1,0,0,0,0,0,0,0,0.854166666666667,0.415789473684211
"2780",25.6,26.2,0,0,0,1,0,0,0,0,0,0.145833333333333,0.665789473684211
"3580",3.59999999999999,49.3,0,0,0,1,0,0,0,0,0,0.770833333333334,0.15
"3848",15.1,29.5,0,0,0,1,0,0,0,0,0,0.520833333333334,0.165789473684211
"1129",9.5,63.6,1,0,0,1,0,0,0,0,0,0.854166666666667,0.05
"1798",19.5,49.1,0,0,0,1,0,0,0,0,0,0.5,0.0342105263157895
"3770",5,32.5,0,0,0,1,0,0,0,0,0,0.302083333333333,0.0657894736842105
"2543",7,45.2,1,0,1,0,0,0,0,0,0,0.6875,0.715789473684211
"2872",14.1,73.7,0,0,1,0,0,0,0,0,0,0.583333333333333,0.781578947368421
"661",13,55.5,0,0,0,1,0,0,0,1,0,0.416666666666667,0.465789473684211
"2494",22.1,57.3,1,0,0,1,0,0,1,0,0,0.270833333333333,0.05
"1930",18.6,29.8,0,0,0,1,0,0,0,0,0,0.270833333333333,0.0842105263157895
"3098",6.7,41,0,0,0,1,0,0,0,1,0,0.572916666666667,0.05
"514",6.5,47.7,0,1,0,0,0,0,0,0,0,0.145833333333333,0.265789473684211
"3658",7.40000000000001,40.4,1,1,0,0,0,0,0,0,0,0.729166666666667,0.3
"3256",24.6,65.2,0,0,0,1,0,0,0,0,0,0.885416666666667,0.134210526315789
"2810",23.8,70.1,0,0,0,1,0,0,0,0,0,0.34375,0.0342105263157895
"77",12,71.5,0,0,1,0,0,0,0,0,0,0.947916666666667,0.45
"3151",3.2,58,1,1,0,0,0,0,0,1,0,0.947916666666667,0.1
"3911",23.8,66.9,1,0,1,0,0,1,0,0,0,0.0520833333333334,0.8
"4028",9.40000000000001,65.1,0,1,0,0,0,0,0,1,0,0.458333333333333,0.234210526315789
"1347",15.6,59.5,1,0,1,0,0,0,0,0,0,0.875,0.265789473684211
"300",57.1,3.9,0,0,0,1,0,0,0,0,0,0.333333333333333,0.134210526315789
"3562",6.09999999999999,46.8,1,0,0,1,0,0,0,0,0,0.510416666666667,0.0342105263157895
"1307",13.4,25.6,0,0,0,1,0,0,0,0,0,0.4375,0.65
"3424",14.3,54.7,0,0,1,0,0,0,0,0,0,0.65625,0.35
"1338",28.7,50.9,0,0,0,1,0,1,0,0,0,0.885416666666667,0.86578947368421
"979",10.8,67.1,0,0,0,1,0,0,0,0,0,0.729166666666667,0.0657894736842105
"4099",7.59999999999999,56,1,1,0,0,0,0,0,0,0,0.760416666666667,0.8
"4115",4,43.3,0,0,0,1,0,0,0,0,0,0.666666666666667,0.15
"3077",3.2,45.6,1,0,0,1,0,0,1,0,0,0.947916666666667,0.1
"142",11.5,50,0,0,1,0,1,0,0,0,0,0.947916666666667,0.134210526315789
"1197",18.2,50.4,0,1,0,0,0,0,1,0,0,0.416666666666667,0.665789473684211
"3379",11.7,53.4,1,0,0,1,0,0,0,0,0,0.0833333333333331,0.05
"2074",22.6,29.4,0,0,0,1,0,0,0,0,0,0.937500000000001,0.0657894736842105
"197",13.2,68.2,0,0,1,0,0,0,0,0,0,0.291666666666667,0.05
"1316",7.5,47.7,1,1,0,0,0,0,0,1,0,0.447916666666667,0.365789473684211
"1367",9.8,48.3,1,0,0,1,0,0,1,0,0,0.0937499999999999,0.65
"1631",19.2,25.8,0,0,1,0,0,0,0,0,0,0.90625,0.2
"1442",10.3,40.7,1,0,1,0,0,0,0,0,0,0.0624999999999994,0.1
"4017",8.2,56.3,1,1,0,0,0,0,0,1,0,0.21875,0.681578947368421
"449",9.2,58,1,0,0,1,0,0,0,1,0,0.114583333333333,0.184210526315789
"2910",6.40000000000001,53.1,1,0,1,0,0,0,1,0,0,0.1875,0.265789473684211
"3497",7.8,64.5,0,0,0,1,0,0,0,0,0,0.84375,0.184210526315789
"1756",23.3,75.2,0,0,0,1,0,0,0,0,0,0.5,0.115789473684211
"374",16.9,50.1,1,0,0,1,0,0,0,0,0,0.46875,0.134210526315789
"2439",12.1,63.1,1,0,1,0,0,0,0,0,0,0.0624999999999994,0.0342105263157895
"1531",4,53.4,1,1,0,0,0,0,0,1,0,0.84375,0.4
"3637",5.09999999999999,57.4,0,1,0,0,0,0,0,1,0,0.666666666666667,0.181578947368421
"148",10.1,48.5,0,1,0,0,0,0,1,0,0,0.114583333333333,0.8
"2621",13.1,40.2,0,1,0,0,0,0,0,0,0,0.354166666666667,0.621052631578947
"3825",3.09999999999999,46,1,0,0,1,0,0,0,0,0,0.333333333333333,0.0842105263157895
"3773",8.5,28,0,0,0,1,0,0,0,0,0,0.15625,0.234210526315789
"2054",13,45,1,0,0,1,0,0,0,0,0,0.937500000000001,0.2
"3027",8,35.3,0,0,0,1,0,0,0,0,0,0.520833333333334,0.134210526315789
"23",18.5,62.6,0,0,0,1,0,0,0,0,0,0.104166666666667,0.110526315789474
"1122",22.8,16.1,0,0,1,0,0,1,0,0,0,0.21875,0.334210526315789
"1337",7.90000000000001,45.2,0,1,0,0,0,0,1,0,0,0.479166666666666,0.476315789473684
"1460",15.9,67.4,0,0,0,1,0,0,0,0,0,0.395833333333333,0.2
"2269",23.4,58.7,0,0,0,1,0,0,0,0,0,0.697916666666667,0.284210526315789
"3468",4.59999999999999,47.7,1,0,1,0,0,0,0,0,0,0.572916666666667,0.147368421052632
"1998",19.8,30.1,1,0,1,0,0,0,0,0,0,0.90625,0.0657894736842105
"2873",20.7,39.9,0,0,0,1,0,0,0,0,0,0.541666666666667,0.565789473684211
"2411",8,60.1,0,1,0,0,0,0,0,0,0,0.572916666666667,0.384210526315789
"439",5.2,50.1,0,1,0,0,0,0,0,0,0,0.177083333333333,0.665789473684211
"488",9.09999999999999,62.3,0,0,0,1,0,0,0,0,0,0.677083333333334,0.484210526315789
"4139",8.90000000000001,63.6,1,0,1,0,0,0,0,0,0,0.947916666666667,0.65
"1378",1.90000000000001,35.6,0,0,0,1,0,0,0,0,0,0.416666666666667,0.25
"278",8.5,58.3,1,0,1,0,0,0,0,0,0,0.59375,0.0157894736842105
"711",26.8,35.8,0,0,1,0,0,0,0,0,0,0.229166666666666,0.1
"3731",23.5,61.4,1,0,0,1,0,0,0,0,0,0.0520833333333334,0.365789473684211
"1271",15.4,53.9,1,0,0,1,0,0,0,0,0,0.458333333333333,0.815789473684211
"3750",5.8,28.2,0,0,0,1,0,0,0,0,0,0.125,0.181578947368421
"2633",11.1,66.5,0,0,1,0,0,0,0,0,0,0.71875,0.315789473684211
"2037",25.8,9.6,0,0,1,0,0,1,0,0,0,0.302083333333333,0.0157894736842105
"1242",14.2,72.9,0,0,0,1,0,0,0,0,0,0.302083333333333,0.6
"2250",8.2,54.4,1,0,0,1,0,0,0,0,0,0.78125,0.765789473684211
"345",18.1,38,0,0,0,1,0,0,0,0,0,0.666666666666667,0.184210526315789
"867",10.8,63.7,0,0,0,1,0,0,0,0,0,0.489583333333333,0.0657894736842105
"1881",24.2,63.1,0,0,0,1,0,0,0,0,0,0.697916666666667,0.0842105263157895
"508",9.90000000000001,70.6,0,0,1,0,0,0,0,0,0,0.572916666666667,0.165789473684211
"2702",7.09999999999999,32.4,1,0,0,1,0,0,0,0,0,0.937500000000001,0.134210526315789
"2683",11.8,46.2,0,1,0,0,0,0,0,0,0,0.229166666666666,0.515789473684211
"1512",23.4,45.2,0,0,0,1,0,0,0,0,0,0.395833333333333,0.731578947368421
"3694",25.1,53.6,0,0,0,1,0,0,0,0,0,0.708333333333333,0.0157894736842105
"934",14.1,35.1,1,0,0,1,0,0,0,0,0,0.1875,0.0657894736842105
"208",6.90000000000001,42.8,0,1,0,0,0,0,0,0,0,0.364583333333334,0.534210526315789
"1392",24.9,51.5,0,0,1,0,0,0,0,0,0,0.697916666666667,0.815789473684211
"3188",9.8,58.8,0,0,0,1,0,0,0,0,0,0.614583333333334,0.515789473684211
"1077",10.8,32.8,1,0,0,1,0,0,0,0,0,0.802083333333333,0.284210526315789
"585",32,25,0,0,0,1,0,0,0,0,0,0.489583333333333,0.25
"1600",28.6,39,0,0,0,1,0,0,0,0,0,0.78125,0.8
"61",13.7,73.2,0,0,0,1,0,0,0,0,0,0.21875,0.4
"2440",23.5,55.7,0,0,0,1,0,0,0,0,0,0.770833333333334,0.255263157894737
"1765",22.5,56.3,0,0,0,1,0,0,0,0,0,0.416666666666667,0.1
"2022",9.59999999999999,61.5,0,0,0,1,0,0,0,0,0,0.416666666666667,0.134210526315789
"1476",12.2,65.6,0,0,0,1,0,0,0,0,0,0.0729166666666663,0.465789473684211
"880",9.5,58.7,0,0,0,1,0,0,0,0,0,0.25,0.534210526315789
"1452",26.3,23.7,0,0,1,0,0,1,0,0,0,0.0312499999999997,0.265789473684211
"2495",14.2,64.1,1,0,1,0,0,0,0,0,0,0.114583333333333,0.165789473684211
"1843",13.8,39,1,0,0,1,0,0,0,0,0,0.885416666666667,0.4
"3171",7.5,50.7,1,1,0,0,0,0,0,1,0,0.927083333333334,0.265789473684211
"2551",13.1,54.2,1,0,0,1,0,0,0,0,0,0.802083333333333,0.1
"1002",5.59999999999999,61.2,0,0,1,0,0,0,0,0,0,0.614583333333334,0.434210526315789
"1827",21.4,36.8,0,0,1,0,0,0,0,0,0,0.71875,0.534210526315789
"1431",20.9,40.2,1,0,1,0,0,1,0,0,0,0.0729166666666663,0.1
"845",12.9,59.4,0,0,0,1,0,0,0,0,0,0.0729166666666663,0.384210526315789
"1743",7.3,67.1,1,0,0,1,0,0,0,0,0,0.96875,0.05
"726",10.3,53.7,1,0,1,0,0,0,0,1,0,0.937500000000001,0.25
"1705",1.59999999999999,59,1,0,1,0,0,0,0,0,0,0.78125,0.05
"1404",17.2,41.5,0,0,1,0,0,0,1,0,0,0.8125,0.61578947368421
"3366",21.2,66,0,0,1,0,0,0,0,0,0,0.572916666666667,0.415789473684211
"1949",23.4,54.2,0,0,0,1,0,0,0,0,0,0.645833333333333,0.05
"1717",21.9,70.2,0,0,1,0,0,0,0,0,1,0.614583333333334,0.0342105263157895
"468",27.8,58.5,0,0,0,1,0,0,0,0,0,0.25,0.45
"1752",11,52.8,1,0,1,0,0,0,0,0,0,0.0312499999999997,0.1
"3189",3.8,24.2,0,0,0,1,0,0,0,0,0,0.0937499999999999,0.334210526315789
"4076",12.4,59.3,0,0,0,1,0,0,0,0,0,0.385416666666666,0.1
"2607",3.7,43.7,0,0,0,1,0,0,0,0,0,0.34375,0.134210526315789
"3903",19.5,64.4,0,0,0,1,0,0,0,0,0,0.635416666666666,0.0342105263157895
"1429",11.5,50,1,0,0,1,1,0,0,0,0,0.197916666666667,0.0157894736842105
"1629",21.5,57.3,0,0,1,0,0,0,0,0,0,0.697916666666667,0.402631578947368
"758",8.7,39.4,0,0,0,1,0,0,0,0,0,0.427083333333333,0.15
