"","X","Y","G","head","foot.l","foot.r","pen","free.k","set.p","corner","fast.break","Xg","Yg"
"1254",14.5,39.4,0,0,0,1,0,0,0,0,0,0.75,0.0368421052631579
"1258",11,55.9,1,1,0,0,0,0,0,0,0,0.96875,0.831578947368421
"1259",8,56.1,1,0,1,0,0,0,0,0,0,0.114583333333333,0.0157894736842105
"1260",14.8,64.8,1,0,1,0,0,0,0,0,0,0.229166666666666,0.0157894736842105
"1263",23.6,58,0,0,0,1,0,0,0,0,0,0.8125,0.05
"1268",11.4,63.1,0,0,0,1,0,0,0,1,0,0.958333333333333,0.0842105263157895
"1272",10.4,49.3,0,1,0,0,0,0,0,0,0,0.958333333333333,0.365789473684211
"1278",15.4,49.5,0,1,0,0,0,0,0,0,0,0.510416666666667,0.3
"1281",14.9,75.8,0,0,0,1,0,0,0,0,0,0.635416666666666,0.334210526315789
"1284",7.8,41.1,1,0,0,1,0,0,0,0,0,0.697916666666667,0.0342105263157895
"1308",1.8,55.9,1,0,0,1,0,0,0,0,0,0.760416666666667,0.25
"1309",23.5,74.4,0,0,1,0,0,0,0,0,0,0.937500000000001,0.215789473684211
"1310",10.8,26.4,0,0,0,1,0,0,0,0,0,0.260416666666667,0.484210526315789
"1320",8.7,50.1,0,1,0,0,0,0,0,1,0,0.0416666666666665,0.584210526315789
"1331",11.8,45.6,1,0,1,0,0,0,0,0,0,0.125,0.115789473684211
"1333",27.2,54,0,0,1,0,0,0,0,0,0,0.729166666666667,0.15
"1339",4.8,42.1,1,1,0,0,0,0,0,1,0,0.0729166666666663,0.0657894736842105
"1342",11.5,50,1,0,0,1,1,0,0,0,0,0.5625,0.565789473684211
"1343",19.3,54.8,0,0,0,1,0,0,0,0,0,0.854166666666667,0.115789473684211
"1346",3.5,41.1,0,0,0,1,0,0,0,0,0,0.427083333333333,0.234210526315789
"1350",13,30.5,0,0,0,1,0,0,0,0,0,0.427083333333333,0.881578947368421
"1351",21.4,87.1,0,0,0,1,0,0,0,0,0,0.489583333333333,0.484210526315789
"1360",3.2,44.2,1,0,0,1,0,0,1,0,0,0.427083333333333,0.5
"1364",28.6,46.8,0,0,1,0,0,0,0,0,0,0.614583333333334,0.215789473684211
"1365",6.90000000000001,81,0,0,1,0,0,0,0,0,0,0.833333333333334,0.134210526315789
"1370",10.8,55.7,0,1,0,0,0,0,0,0,0,0.65625,0.85
"1371",11.3,30.4,0,0,0,1,0,0,0,0,0,0.635416666666666,0.3
"1372",7.90000000000001,66.1,0,0,1,0,0,0,0,0,0,0.78125,0.0342105263157895
"1377",19.3,37.4,1,0,0,1,0,0,0,0,0,0.479166666666666,0.1
"1385",7.2,44.7,0,1,0,0,0,0,0,1,0,0.604166666666667,0.731578947368421
"1386",14.4,50.7,0,0,0,1,0,0,0,0,0,0.34375,0.134210526315789
"1390",19,68.8,0,0,0,1,0,0,0,1,0,0.0312499999999997,0.565789473684211
"1397",20.4,64.9,0,0,0,1,0,0,0,0,0,0.572916666666667,0.315789473684211
"1399",10.8,58.2,1,0,0,1,0,0,0,0,0,0.145833333333333,0.0657894736842105
"1408",11.3,56,0,1,0,0,0,0,0,0,0,0.833333333333334,0.815789473684211
"1411",14.5,49.7,0,0,1,0,0,0,0,0,0,0.208333333333333,0.15
"1420",12.2,36.9,1,0,0,1,0,0,0,0,0,0.916666666666667,0.0157894736842105
"1423",24.6,65.2,0,0,0,1,0,0,0,0,0,0.635416666666666,0.0157894736842105
"1430",7.09999999999999,56.3,0,1,0,0,0,0,0,1,0,0.927083333333334,0.0157894736842105
"1432",9.7,50.4,0,1,0,0,0,0,0,0,0,0.53125,0.565789473684211
"1433",21.6,42.5,0,0,1,0,0,0,0,0,0,0.770833333333334,0.0842105263157895
"1435",21.6,30.1,0,0,0,1,0,0,0,0,0,0.770833333333334,0.63421052631579
"1437",18.8,48.7,0,0,0,1,0,0,0,0,0,0.0937499999999999,0.215789473684211
"1438",27.6,55.5,1,0,1,0,0,0,0,0,0,0.822916666666667,0.765789473684211
"1446",22,57.9,0,0,1,0,0,0,0,0,0,0.583333333333333,0.45
"1449",14.3,48.3,0,0,0,1,0,0,0,0,0,0.520833333333334,0.4
"1456",10.7,36.1,0,0,0,1,0,0,0,0,0,0.583333333333333,0.415789473684211
"1462",9.09999999999999,46.7,1,0,0,1,0,0,0,0,0,0.895833333333333,0.0157894736842105
"1465",8.3,46.4,1,0,0,1,0,0,0,0,0,0.541666666666667,0.184210526315789
"1467",9.2,43.2,1,0,0,1,0,0,0,1,0,0.864583333333334,0.1
"1470",4.40000000000001,65.3,0,0,1,0,0,0,0,0,0,0.635416666666666,0.215789473684211
"1471",3.59999999999999,67.9,0,0,0,1,0,0,0,0,0,0.854166666666667,0.284210526315789
"1472",10.3,49.7,0,0,1,0,0,0,0,0,0,0.333333333333333,0.165789473684211
"1478",22.1,56.6,0,0,0,1,0,0,0,0,0,0.145833333333333,0.61578947368421
"1480",8.59999999999999,43.9,0,1,0,0,0,0,0,1,0,0.208333333333333,0.415789473684211
"1487",12.7,60.1,0,0,0,1,0,0,0,0,0,0.145833333333333,0.0157894736842105
"1493",5.40000000000001,55,1,0,0,1,0,0,1,0,0,0.697916666666667,0.315789473684211
"1496",17.9,30.5,0,0,1,0,0,0,0,0,0,0.197916666666667,0.0157894736842105
"1498",19.5,56.6,0,0,1,0,0,0,0,0,0,0.677083333333334,0.115789473684211
"1499",14.1,55.5,0,0,0,1,0,0,0,0,0,0.145833333333333,0.215789473684211
"1502",10.8,63.1,1,0,0,1,0,0,1,0,0,0.541666666666667,0.565789473684211
"1503",6.40000000000001,62.5,0,0,1,0,0,0,0,0,0,0.927083333333334,0.465789473684211
"1506",18.9,49.6,1,0,0,1,0,0,0,0,1,0.0833333333333331,0.0657894736842105
"1507",7.09999999999999,37.7,1,0,0,1,0,0,0,0,0,0.354166666666667,0.0657894736842105
"1509",2,56.8,1,1,0,0,0,0,0,1,0,0.15625,0.61578947368421
"1511",14.7,49.5,0,0,0,1,0,0,0,0,0,0.458333333333333,0.2
"1516",10.6,35,0,1,0,0,0,0,0,1,0,0.385416666666666,0.484210526315789
"1518",21.8,63.8,0,0,0,1,0,0,0,0,0,0.5,0.534210526315789
"1521",24.6,63.4,0,0,0,1,0,0,0,0,0,0.666666666666667,0.584210526315789
"1525",14.3,32.3,0,0,0,1,0,0,0,0,0,0.28125,0.0342105263157895
"1528",2.59999999999999,50.9,1,0,0,1,0,0,0,0,0,0.53125,0.45
"1533",11.5,50,0,0,0,1,1,0,0,0,0,0.65625,0.465789473684211
"1535",22.5,60.2,0,0,0,1,0,1,0,0,0,0.4375,0.584210526315789
"1536",4.09999999999999,43.5,1,1,0,0,0,0,0,1,0,0.104166666666667,0.35
"1551",21,82.6,0,0,0,1,0,0,0,0,0,0.229166666666666,0.0842105263157895
"1553",5.5,68.3,0,0,0,1,0,0,0,0,0,0.604166666666667,0.565789473684211
"1567",7.90000000000001,61.2,0,0,1,0,0,0,0,0,0,0.166666666666666,0.0342105263157895
"1568",10,39.4,0,0,0,1,0,0,0,0,0,0.770833333333334,0.0342105263157895
"1570",25.4,42.9,0,0,1,0,0,0,0,0,0,0.96875,0.565789473684211
"1572",19.9,48.5,1,0,1,0,0,0,0,0,0,0.958333333333333,0.1
"1573",16,41.7,1,0,0,1,0,0,0,0,0,0.46875,0.65
"1574",22.1,50.7,1,0,1,0,0,0,0,0,0,0.125,0.05
"1581",11.8,52.8,1,0,0,1,0,0,0,0,0,0.885416666666667,0.9
"1584",12,66.7,0,0,0,1,0,0,0,0,0,0.197916666666667,0.234210526315789
"1587",20.7,71.2,1,0,0,1,0,1,0,0,0,0.770833333333334,0.8
"1589",10.4,71.7,0,0,0,1,0,0,0,0,0,0.96875,0.415789473684211
"1591",18.9,59.8,1,0,0,1,0,0,0,0,0,0.770833333333334,0.2
"1593",14,34,0,0,1,0,0,0,0,0,0,0.260416666666667,0.365789473684211
"1598",12.8,45,0,0,0,1,0,0,1,0,0,0.666666666666667,0.05
"1602",6,33.1,1,0,0,1,0,0,0,0,0,0.635416666666666,0.75
"1611",6,32.3,0,0,0,1,0,0,0,0,0,0.75,0.05
"1619",22.7,71.5,0,0,1,0,0,0,0,0,0,0.729166666666667,0.0342105263157895
"1625",12.8,58.7,0,0,1,0,0,0,0,0,0,0.458333333333333,0.534210526315789
"1627",22.2,39.3,1,0,1,0,0,0,0,0,0,0.937500000000001,0.6
"1630",9.09999999999999,64.5,0,0,0,1,0,0,0,0,0,0.177083333333333,0.165789473684211
"1632",6.2,44.8,0,0,1,0,0,0,0,0,0,0.479166666666666,0.0342105263157895
"1634",12.8,60.5,0,0,1,0,0,0,0,0,0,0.5,0.534210526315789
"1635",6.90000000000001,35.2,0,1,0,0,0,0,0,0,0,0.145833333333333,0.35
"1644",16.2,54.5,0,0,0,1,0,0,0,0,0,0.697916666666667,0.0157894736842105
"1647",18.3,72.9,0,0,0,1,0,0,0,0,0,0.0729166666666663,0.0657894736842105
"1650",9,64.1,0,0,1,0,0,0,0,0,0,0.572916666666667,0.0736842105263158
"1657",24.6,53.2,0,0,0,1,0,0,0,0,0,0.697916666666667,0.25
"1660",3.90000000000001,50.7,1,1,0,0,0,0,0,1,0,0.666666666666667,0.134210526315789
"1667",5.8,54.8,1,0,1,0,0,0,0,0,0,0.0729166666666663,0.0157894736842105
"1674",4.3,50.9,1,0,1,0,0,0,0,1,0,0.0729166666666663,0.45
"1675",11.5,62.3,1,0,1,0,0,0,0,0,0,0.385416666666666,0.05
"1677",11.1,45.8,1,0,1,0,0,0,0,0,0,0.229166666666666,0.0342105263157895
"1684",34.8,55.2,0,0,0,1,0,1,0,0,0,0.854166666666667,0.215789473684211
"1694",17.7,68.3,0,0,1,0,0,0,0,0,0,0.135416666666666,0.681578947368421
"1698",6,52.2,0,1,0,0,0,0,0,1,0,0.697916666666667,0.876315789473684
"1699",13.1,47.4,1,0,0,1,0,0,0,0,0,0.572916666666667,0.0342105263157895
"1701",9.59999999999999,47.9,0,0,1,0,0,0,0,0,0,0.416666666666667,0.1
"1713",12.1,39.6,0,0,0,1,0,0,0,0,0,0.40625,0.05
"1716",10.6,36.3,0,0,0,1,0,0,0,0,0,0.375,0.0736842105263158
"1722",11,35.2,1,0,0,1,0,0,0,0,0,0.864583333333334,0.0657894736842105
"1726",17.5,53,1,0,0,1,0,0,0,0,0,0.927083333333334,0.515789473684211
"1735",21.1,71.3,0,0,0,1,0,0,0,0,0,0.520833333333334,0.86578947368421
"1737",1.59999999999999,63,0,1,0,0,0,0,0,0,0,0.75,0.815789473684211
"1740",23.4,41.5,0,0,1,0,0,0,0,0,0,0.739583333333333,0.165789473684211
"1741",6.5,34.9,1,0,0,1,0,0,0,0,0,0.958333333333333,0.1
"1744",8.09999999999999,56.6,1,1,0,0,0,0,0,0,0,0.0312499999999997,0.65
"1748",53.2,13.9,0,0,0,1,0,0,0,0,0,0.59375,0.384210526315789
"1749",12.1,37.9,0,1,0,0,0,0,1,0,0,0.0729166666666663,0.715789473684211
"1750",29.8,45.5,0,0,0,1,0,0,0,0,0,0.0520833333333334,0.0842105263157895
"1754",10.4,69.5,0,0,1,0,0,0,0,0,0,0.739583333333333,0.334210526315789
"1758",9.2,47.5,0,1,0,0,0,0,1,0,0,0.15625,0.215789473684211
"1769",28.2,73.9,0,0,0,1,0,1,0,0,0,0.854166666666667,0.0842105263157895
"1770",11.2,57.2,0,0,0,1,0,0,0,0,0,0.614583333333334,0.234210526315789
"1772",22.4,60.6,0,0,1,0,0,0,0,0,0,0.489583333333333,0.0157894736842105
"1778",19.6,68.5,0,0,0,1,0,1,0,0,0,0.875,0.75
"1779",24.4,67.9,0,0,0,1,0,0,0,1,0,0.0416666666666665,0.0342105263157895
"1781",20.1,45,1,0,0,1,0,0,0,0,0,0.166666666666666,0.05
"1782",4.40000000000001,35.4,1,0,0,1,0,0,0,0,0,0.635416666666666,0.0342105263157895
"1785",29.9,64.5,1,0,0,1,0,1,0,0,0,0.0312499999999997,0.334210526315789
"1787",21.9,35.3,0,0,1,0,0,0,0,0,0,0.197916666666667,0.184210526315789
"1789",7.59999999999999,53.8,1,1,0,0,0,0,0,0,0,0.0729166666666663,0.284210526315789
"1791",18,35,1,0,0,1,0,0,0,0,0,0.885416666666667,0.681578947368421
"1796",10,73.4,0,0,1,0,0,0,0,0,0,0.270833333333333,0.1
"1800",28,53.9,0,0,0,1,0,0,0,0,0,0.53125,0.565789473684211
"1804",3.2,56.4,0,0,0,1,0,0,0,0,0,0.572916666666667,0.465789473684211
"1809",4.59999999999999,53.8,1,0,1,0,0,0,0,0,0,0.822916666666667,0.85
"1810",13.3,46.6,1,0,0,1,0,0,0,0,0,0.1875,0.3
"1813",7.40000000000001,59.8,1,0,1,0,0,0,0,0,0,0.104166666666667,0.115789473684211
"1826",9.8,65.4,0,0,1,0,0,0,0,0,0,0.40625,0.15
"1828",17.8,24.6,0,0,0,1,0,0,0,0,0,0.510416666666667,0.86578947368421
"1832",19.2,50.9,0,0,0,1,0,0,0,0,0,0.604166666666667,0.25
"1839",3.2,54.8,1,0,0,1,0,0,0,1,0,0.0416666666666665,0.384210526315789
"1840",24.2,52,0,0,1,0,0,0,0,1,0,0.0937499999999999,0.215789473684211
"1852",9.3,53.3,0,1,0,0,0,0,1,0,0,0.364583333333334,0.534210526315789
"1856",14.6,47.6,1,0,1,0,0,0,0,0,0,0.15625,0.134210526315789
"1857",18.5,55.7,1,0,0,1,0,0,0,0,0,0.177083333333333,0.134210526315789
"1863",11.5,50,0,0,0,1,1,0,0,0,0,0.739583333333333,0.05
"1864",12.8,30.7,0,0,1,0,0,0,0,0,0,0.458333333333333,0.165789473684211
"1880",15.4,57.7,1,0,1,0,0,0,0,0,0,0.0416666666666665,0.1
"1883",14.8,45.8,0,0,0,1,0,0,0,0,0,0.6875,0.0842105263157895
"1887",13.2,26.8,0,0,0,1,0,0,0,0,0,0.729166666666667,0.25
"1888",7.2,42.9,0,0,1,0,0,0,0,0,0,0.385416666666666,0.4
"1897",14.4,61.2,0,0,0,1,0,0,0,0,0,0.333333333333333,0.465789473684211
"1901",22.4,57.3,0,0,1,0,0,0,0,0,0,0.458333333333333,0.0157894736842105
"1909",4.40000000000001,60.5,0,0,1,0,0,0,0,0,0,0.770833333333334,0.165789473684211
"1922",10.4,48.7,0,1,0,0,0,0,1,0,0,0.5,0.85
"1928",17.7,45,0,0,0,1,0,0,0,0,0,0.604166666666667,0.3
"1932",16.8,63.5,0,0,0,1,0,0,0,0,1,0.114583333333333,0.0342105263157895
"1933",11.1,45.2,1,0,1,0,0,0,0,0,0,0.0729166666666663,0.4
"1936",18.8,49.4,0,0,1,0,0,0,0,0,0,0.59375,0.0157894736842105
"1938",23.5,34.7,0,0,1,0,0,0,1,0,0,0.260416666666667,0.621052631578947
"1941",13.4,46.2,1,0,1,0,0,0,0,0,0,0.510416666666667,0.134210526315789
"1956",10.4,47,0,0,0,1,0,0,0,0,0,0.3125,0.05
"1957",24.8,48.9,1,0,1,0,0,0,0,0,0,0.875,0.815789473684211
"1959",19,46.8,0,0,0,1,0,0,0,0,0,0.541666666666667,0.1
"1969",22.2,53.4,0,0,1,0,0,0,0,0,0,0.104166666666667,0.0842105263157895
"1971",18.5,43.2,0,0,0,1,0,0,0,0,0,0.260416666666667,0.165789473684211
"1972",18.5,80.4,0,0,0,1,0,0,0,0,0,0.375,0.15
"1976",9.40000000000001,44.7,1,0,0,1,0,0,0,1,0,0.260416666666667,0.515789473684211
"1984",14,51.8,1,0,0,1,0,0,0,1,0,0.458333333333333,0.91578947368421
"1985",26.1,56,1,0,0,1,0,0,0,0,0,0.885416666666667,0.234210526315789
"1988",20.8,43.9,1,0,0,1,0,0,0,0,0,0.90625,0.05
"1989",10.3,67.2,0,1,0,0,0,0,0,1,0,0.510416666666667,0.965789473684211
"1996",7.3,46.1,1,0,0,1,0,0,0,0,0,0.6875,0.434210526315789
"2002",9.7,46,0,1,0,0,0,0,1,0,0,0.28125,0.15
"2004",8.09999999999999,50.3,0,1,0,0,0,0,1,0,0,0.854166666666667,0.25
"2010",25.6,55.3,0,0,1,0,0,0,0,0,0,0.479166666666666,0.134210526315789
"2023",10.2,61.8,0,0,1,0,0,0,0,0,0,0.333333333333333,0.0342105263157895
"2031",4.90000000000001,57.1,1,1,0,0,0,0,0,1,0,0.364583333333334,0.25
"2036",4.8,52.6,0,0,0,0,0,0,0,1,0,0.59375,0.384210526315789
"2041",9.3,64.6,1,0,0,1,0,0,0,0,0,0.0624999999999994,0.0342105263157895
"2047",11.4,42.3,1,0,0,1,0,0,0,0,0,0.114583333333333,0.05
"2050",10.8,45.4,0,1,0,0,0,0,0,0,0,0.65625,0.61578947368421
"2058",7.5,48,1,0,1,0,0,0,0,1,0,0.0833333333333331,0.15
"2060",14.4,56,1,0,0,1,0,0,0,0,0,0.1875,0.681578947368421
"2067",8.2,38.2,0,1,0,0,0,0,0,1,0,0.229166666666666,0.681578947368421
"2068",17.8,69.5,0,0,0,1,0,0,0,0,0,0.28125,0.25
"2069",10.8,45.2,1,0,1,0,0,0,0,1,0,0.697916666666667,0.0157894736842105
"2072",4.7,59.8,0,0,1,0,0,0,0,0,0,0.34375,0.0842105263157895
"2073",8.5,52,1,1,0,0,0,0,0,0,0,0.947916666666667,0.5
"2078",24.8,59.9,0,0,1,0,0,0,0,0,0,0.104166666666667,0.0157894736842105
"2081",9.3,52.2,0,1,0,0,0,0,0,1,0,0.5,0.665789473684211
"2084",16.2,45.8,0,0,1,0,0,0,0,0,0,0.572916666666667,0.1
"2091",12.9,56,0,0,0,1,0,0,0,0,0,0.53125,0.931578947368421
"2092",18.9,63.2,0,0,0,1,0,0,0,0,0,0.0729166666666663,0.465789473684211
"2093",10.6,68.1,0,0,0,1,0,0,0,0,0,0.0937499999999999,0.334210526315789
"2112",6.7,69.3,0,0,1,0,0,0,0,0,0,0.395833333333333,0.0157894736842105
"2124",12.6,37.4,0,0,0,1,0,0,0,0,0,0.427083333333333,0.415789473684211
"2125",9.09999999999999,43.4,1,0,0,1,0,0,0,0,0,0.885416666666667,0.6
"2139",7.8,68.4,0,0,0,1,0,0,0,1,0,0.822916666666667,0.2
"2140",15.5,74,0,0,0,1,0,0,0,0,0,0.5,0.831578947368421
"2144",14.3,66.4,0,0,0,1,0,0,0,0,0,0.177083333333333,0.0657894736842105
"2147",19.2,68.4,0,0,0,1,0,0,0,0,0,0.270833333333333,0.284210526315789
"2149",4.40000000000001,43.1,1,1,0,0,0,0,0,0,0,0.875,0.115789473684211
"2158",11.8,70.5,0,0,1,0,0,0,0,0,0,0.0937499999999999,0.384210526315789
"2159",24.2,57.4,0,0,1,0,0,0,0,0,0,0.885416666666667,0.45
"2160",13.8,71.9,0,0,0,1,0,0,0,0,0,0.572916666666667,0.931578947368421
"2165",20.5,57.1,0,0,1,0,0,0,0,0,0,0.28125,0.0657894736842105
"2172",14.5,55,1,0,0,1,0,0,0,0,0,0.0104166666666661,0.881578947368421
"2180",22.6,58.8,0,0,1,0,0,0,0,0,0,0.427083333333333,0.0657894736842105
"2183",11.5,50,1,0,0,1,1,0,0,0,0,0.927083333333334,0.565789473684211
"2187",3,71.5,0,0,1,0,0,0,0,0,0,0.916666666666667,0.765789473684211
"2193",23.7,45.8,0,0,0,1,0,0,0,0,0,0.427083333333333,0.731578947368421
"2196",21.1,71.4,0,0,0,1,0,0,0,0,0,0.46875,0.5
"2206",7.40000000000001,56.3,0,0,0,0,0,0,0,0,0,0.947916666666667,0.0736842105263158
"2207",17.1,63.5,1,0,0,1,0,0,0,0,0,0.96875,0.95
"2210",23.7,47.6,0,0,0,1,0,0,0,0,0,0.479166666666666,0.365789473684211
"2221",21.2,33.5,0,0,0,1,0,0,0,0,0,0.458333333333333,0.781578947368421
"2235",17.4,47.7,0,0,0,1,0,0,0,0,0,0.385416666666666,0.0157894736842105
"2236",9,46.9,0,1,0,0,0,0,0,1,0,0.25,0.61578947368421
"2239",20.5,55.6,0,0,1,0,0,0,0,0,0,0.53125,0.1
"2240",8.2,60.3,1,0,0,1,0,0,0,0,0,0.1875,0.115789473684211
"2245",14.3,62.4,0,0,0,1,0,0,0,0,0,0.5,0.134210526315789
"2246",6.40000000000001,39.4,1,1,0,0,0,0,0,0,0,0.885416666666667,0.85
"2247",11.3,55.6,1,0,0,1,0,0,0,0,0,0.895833333333333,0.05
"2253",3.5,47.4,1,0,1,0,0,0,0,0,0,0.291666666666667,0.85
"2256",8.90000000000001,47.7,0,1,0,0,0,0,0,0,0,0.260416666666667,0.165789473684211
"2259",4.7,66.2,0,0,1,0,0,0,0,0,0,0.21875,0.0157894736842105
"2263",8,52.8,1,1,0,0,0,0,0,0,0,0.0729166666666663,0.63421052631579
"2268",26.2,44,1,0,0,1,0,1,0,0,0,0.135416666666666,0.75
"2275",13.6,41.8,1,0,0,1,0,0,0,0,0,0.885416666666667,0.234210526315789
"2284",21.6,31.5,1,0,1,0,0,0,1,0,0,0.927083333333334,0.484210526315789
"2285",16.2,52.2,0,0,0,1,0,0,0,0,0,0.25,0.0342105263157895
"2287",10.2,65.4,0,1,0,0,0,0,1,0,0,0.395833333333333,0.534210526315789
"2290",27.5,57.1,0,0,0,1,0,0,0,0,0,0.333333333333333,0.0842105263157895
"2292",8.5,48.3,1,1,0,0,0,0,0,0,0,0.947916666666667,0.234210526315789
"2293",11.7,77.1,0,0,1,0,0,0,0,0,0,0.177083333333333,0.515789473684211
"2303",8.8,28,0,0,0,1,0,0,1,0,0,0.822916666666667,0.465789473684211
"2305",29.8,32.8,0,0,1,0,0,0,0,0,0,0.583333333333333,0.515789473684211
"2307",7.09999999999999,47,1,1,0,0,0,0,0,1,0,0.96875,0.65
"2309",10,43.4,0,1,0,0,0,0,1,0,0,0.46875,0.0368421052631579
"2312",9.7,46.9,0,1,0,0,0,0,0,1,0,0.937500000000001,0.434210526315789
"2313",2.09999999999999,45.8,1,1,0,0,0,0,0,0,0,0.270833333333333,0.415789473684211
"2315",11.3,59.1,0,0,1,0,0,0,0,0,0,0.65625,0.55
"2319",25.1,34,0,0,0,1,0,0,0,0,0,0.697916666666667,0.61578947368421
"2331",1.7,56.1,1,1,0,0,0,0,0,0,0,0.770833333333334,0.484210526315789
"2333",5,51.3,0,0,0,1,0,0,0,0,0,0.729166666666667,0.0842105263157895
"2338",6.7,46.7,0,1,0,0,0,0,0,1,0,0.458333333333333,0.265789473684211
"2339",11.5,50,1,0,1,0,1,0,0,0,0,0.166666666666666,0.05
"2343",26.7,66.9,0,0,0,1,0,0,0,0,0,0.697916666666667,0.234210526315789
"2347",8.90000000000001,57.5,0,0,0,1,0,0,0,0,0,0.5625,0.334210526315789
"2355",15.4,46,1,0,0,1,0,0,0,0,0,0.427083333333333,0.0342105263157895
"2358",19.6,67.5,0,0,0,1,0,0,0,0,0,0.114583333333333,0.534210526315789
"2359",12.5,49.9,0,0,0,1,0,0,0,0,0,0.427083333333333,0.0157894736842105
"2360",12.4,49.4,1,0,1,0,0,0,0,0,0,0.302083333333333,0.0657894736842105
"2362",5.3,43.3,1,0,0,1,0,0,0,0,0,0.333333333333333,0.234210526315789
"2364",25.7,41.5,0,0,0,1,0,0,0,0,0,0.729166666666667,0.0657894736842105
"2365",24.2,53.9,0,0,1,0,0,0,0,0,0,0.895833333333333,0.15
"2366",2.7,55.2,1,1,0,0,0,0,0,0,0,0.8125,0.15
"2370",26.2,59,0,0,1,0,0,0,0,0,0,0.90625,0.5
"2373",24.9,56.5,0,0,0,1,0,0,0,0,0,0.770833333333334,0.115789473684211
"2374",15.3,32.3,0,0,0,1,0,0,0,0,0,0.447916666666667,0.3
"2391",14.4,38.6,0,0,0,1,0,0,0,0,0,0.864583333333334,0.715789473684211
"2392",3.3,48.9,1,1,0,0,0,0,0,1,0,0.666666666666667,0.5
"2399",5.90000000000001,62.4,0,0,0,1,0,0,0,0,0,0.5625,0.05
"2401",1,44.7,1,0,0,1,0,0,0,1,0,0.0729166666666663,0.85
"2404",21.5,61.8,0,0,0,1,0,0,0,0,0,0.458333333333333,0.5
"2406",21.9,32,0,0,1,0,0,0,0,0,0,0.614583333333334,0.765789473684211
"2412",3.59999999999999,47.7,1,0,1,0,0,0,0,1,0,0.53125,0.115789473684211
"2415",12.2,37.3,1,0,0,1,0,0,0,0,0,0.822916666666667,0.115789473684211
"2420",9.8,54.4,0,0,1,0,0,0,0,0,0,0.916666666666667,0.65
"2421",15.6,31.3,0,0,1,0,0,0,0,0,0,0.197916666666667,0.7
"2422",10.7,66.9,1,0,1,0,0,0,0,0,0,0.958333333333333,0.0157894736842105
"2424",16,56.6,0,0,0,1,0,0,0,0,0,0.385416666666666,0.05
"2426",16.8,25.6,0,0,1,0,0,0,0,0,0,0.229166666666666,0.0157894736842105
"2431",15.3,37.5,1,0,0,1,0,0,0,0,0,0.937500000000001,0.484210526315789
"2434",18.5,48.7,0,0,0,1,0,0,0,0,1,0.53125,0.05
"2437",8.3,32.6,1,0,1,0,0,0,0,1,0,0.0833333333333331,0.465789473684211
"2438",10.8,56.9,0,0,0,1,0,0,0,0,0,0.53125,0.1
"2446",18.6,36.8,0,0,1,0,0,0,0,0,0,0.614583333333334,0.0657894736842105
"2452",6,29.9,0,0,0,1,0,0,0,0,0,0.885416666666667,0.234210526315789
"2456",25.5,51,0,0,1,0,0,0,0,0,0,0.59375,0.365789473684211
"2466",4.09999999999999,70.5,0,0,1,0,0,0,0,0,0,0.520833333333334,0.815789473684211
"2470",15.7,44.7,1,0,1,0,0,0,0,0,0,0.270833333333333,0.0157894736842105
"2472",12,47,0,1,0,0,0,0,0,0,0,0.791666666666667,0.0842105263157895
"2499",27.2,32,0,0,1,0,0,0,0,0,0,0.114583333333333,0.05
"2504",9.40000000000001,55.3,1,0,0,1,0,0,0,0,0,0.8125,0.681578947368421
"2510",23.6,48.1,0,0,1,0,0,0,0,0,0,0.927083333333334,0.25
"2511",10.3,64.4,1,0,0,1,0,0,0,0,0,0.0729166666666663,0.465789473684211
"2518",31.9,52.6,0,0,1,0,0,0,0,0,0,0.822916666666667,0.25
"2522",10.3,44,0,1,0,0,0,0,0,0,0,0.375,0.876315789473684
"2529",2.59999999999999,42.9,1,1,0,0,0,0,0,0,0,0.0729166666666663,0.4
"2530",13.9,40.5,0,0,0,1,0,0,0,1,0,0.125,0.184210526315789
"2533",22.2,76,0,0,0,1,0,0,0,0,0,0.53125,0.1
"2537",20,77.3,0,0,0,1,0,1,0,0,0,0.208333333333333,0.534210526315789
"2538",14,54.6,0,1,0,0,0,0,0,0,0,0.583333333333333,0.284210526315789
"2540",4.59999999999999,45.2,1,0,0,1,0,0,0,1,0,0.645833333333333,0.384210526315789
"2544",12.3,41.6,1,0,0,1,0,0,0,0,0,0.947916666666667,0.465789473684211
"2546",12.2,54.4,1,1,0,0,0,0,0,1,0,0.208333333333333,0.55
"2552",10.1,44.5,1,1,0,0,0,0,1,0,0,0.927083333333334,0.1
"2555",10.7,64.2,0,0,1,0,0,0,0,0,0,0.895833333333333,0.765789473684211
"2556",23,27.4,0,0,0,1,0,0,0,0,0,0.770833333333334,0.1
"2561",23.1,38,0,0,1,0,0,0,0,0,0,0.1875,0.05
"2562",8.09999999999999,61.8,1,0,0,1,0,0,0,0,0,0.114583333333333,0.0157894736842105
"2563",12.6,30.5,0,0,0,1,0,0,0,0,0,0.46875,0.05
"2565",6.40000000000001,33.9,0,0,0,1,0,0,0,1,0,0.291666666666667,0.234210526315789
"2571",11.5,50,1,0,0,1,1,0,0,0,0,0.1875,0.365789473684211
"2575",27.2,12.1,0,0,0,1,0,0,0,0,0,0.822916666666667,0.110526315789474
"2581",8.7,37.8,0,0,0,1,0,0,0,0,0,0.28125,0.234210526315789
